Date,1. open,2. high,3. low,4. close,5. volume
2024-08-26,819.35,823.35,814.2,815.35,1278721.0
2024-08-23,821.05,821.7,814.2,815.25,560060.0
2024-08-22,819.85,823.7,817.4,820.15,494896.0
2024-08-21,820.0,821.0,811.4,815.8,248423.0
2024-08-20,818.75,822.9,813.2,820.0,308095.0
2024-08-19,814.05,825.0,812.35,813.65,743917.0
2024-08-16,803.5,815.1,803.2,812.45,768630.0
2024-08-14,800.7,809.0,800.4,802.95,287718.0
2024-08-13,813.1,819.4,795.1,797.3,641102.0
2024-08-12,819.2,822.6,810.85,813.0,1142861.0
2024-08-09,816.8,829.9,809.85,824.2,822817.0
2024-08-08,813.85,817.9,803.0,807.65,680135.0
